Sample,Photo,Pixels,Area,Treatment,Time,Experiment
C2T3,C2T3_4,127,0.564,Control,End,Control End
C2T3,C2T3_4,222,0.987,Control,End,Control End
C2T3,C2T3_4,44,0.196,Control,End,Control End
C2T3,C2T3_4,217,0.964,Control,End,Control End
C2T3,C2T3_4,201,0.893,Control,End,Control End
C2T3,C2T3_4,526,2.338,Control,End,Control End
C2T3,C2T3_4,126,0.56,Control,End,Control End
C2T3,C2T3_4,227,1.009,Control,End,Control End
C2T3,C2T3_4,114,0.507,Control,End,Control End
C2T3,C2T3_4,491,2.182,Control,End,Control End
C2T3,C2T3_4,116,0.516,Control,End,Control End
C2T3,C2T3_4,218,0.969,Control,End,Control End
C2T3,C2T3_4,26,0.116,Control,End,Control End
C2T3,C2T3_4,490,2.178,Control,End,Control End
C2T3,C2T3_4,198,0.88,Control,End,Control End
C2T3,C2T3_4,173,0.769,Control,End,Control End
C2T3,C2T3_4,114,0.507,Control,End,Control End
C2T3,C2T3_4,114,0.507,Control,End,Control End
C2T3,C2T3_4,85,0.378,Control,End,Control End
C2T3,C2T3_4,73,0.324,Control,End,Control End
C2T3,C2T3_4,138,0.613,Control,End,Control End
C2T3,C2T3_4,685,3.044,Control,End,Control End
C2T3,C2T3_4,173,0.769,Control,End,Control End
C2T3,C2T3_4,345,1.533,Control,End,Control End
C2T3,C2T3_4,198,0.88,Control,End,Control End
C2T3,C2T3_4,82,0.364,Control,End,Control End
C2T3,C2T3_4,60,0.267,Control,End,Control End
C2T3,C2T3_4,88,0.391,Control,End,Control End
C2T3,C2T3_4,57,0.253,Control,End,Control End
C2T3,C2T3_4,122,0.542,Control,End,Control End
C2T3,C2T3_4,78,0.347,Control,End,Control End
C2T3,C2T3_4,147,0.653,Control,End,Control End
C2T3,C2T3_4,411,1.827,Control,End,Control End
C2T3,C2T3_4,226,1.004,Control,End,Control End
C2T3,C2T3_4,83,0.369,Control,End,Control End
C2T3,C2T3_4,122,0.542,Control,End,Control End
C2T3,C2T3_4,115,0.511,Control,End,Control End
C2T3,C2T3_4,29,0.129,Control,End,Control End
C2T3,C2T3_4,114,0.507,Control,End,Control End
C2T3,C2T3_4,100,0.444,Control,End,Control End
C2T3,C2T3_4,122,0.542,Control,End,Control End
C2T3,C2T3_4,78,0.347,Control,End,Control End
C2T3,C2T3_4,139,0.618,Control,End,Control End
C2T3,C2T3_4,33,0.147,Control,End,Control End
C2T3,C2T3_4,145,0.644,Control,End,Control End
C2T3,C2T3_4,10,0.044,Control,End,Control End
C2T3,C2T3_4,176,0.782,Control,End,Control End
C2T3,C2T3_4,276,1.227,Control,End,Control End
C2T3,C2T3_4,58,0.258,Control,End,Control End
C2T3,C2T3_4,158,0.702,Control,End,Control End
C2T3,C2T3_4,19,0.084,Control,End,Control End
C2T3,C2T3_4,253,1.124,Control,End,Control End
C2T3,C2T3_4,69,0.307,Control,End,Control End
C2T3,C2T3_4,210,0.933,Control,End,Control End
C2T3,C2T3_4,176,0.782,Control,End,Control End
C2T3,C2T3_4,115,0.511,Control,End,Control End
C2T3,C2T3_4,362,1.609,Control,End,Control End
C2T3,C2T3_4,13,0.058,Control,End,Control End
C2T3,C2T3_4,172,0.764,Control,End,Control End
C2T3,C2T3_4,31,0.138,Control,End,Control End
C2T3,C2T3_3,546,2.427,Control,End,Control End
C2T3,C2T3_3,20,0.089,Control,End,Control End
C2T3,C2T3_3,83,0.369,Control,End,Control End
C2T3,C2T3_3,26,0.116,Control,End,Control End
C2T3,C2T3_3,537,2.387,Control,End,Control End
C2T3,C2T3_3,317,1.409,Control,End,Control End
C2T3,C2T3_3,62,0.276,Control,End,Control End
C2T3,C2T3_3,374,1.662,Control,End,Control End
C2T3,C2T3_3,69,0.307,Control,End,Control End
C2T3,C2T3_3,277,1.231,Control,End,Control End
C2T3,C2T3_3,58,0.258,Control,End,Control End
C2T3,C2T3_3,12,0.053,Control,End,Control End
C2T3,C2T3_3,131,0.582,Control,End,Control End
C2T3,C2T3_3,221,0.982,Control,End,Control End
C2T3,C2T3_3,57,0.253,Control,End,Control End
C2T3,C2T3_3,44,0.196,Control,End,Control End
C2T3,C2T3_3,171,0.76,Control,End,Control End
C2T3,C2T3_3,57,0.253,Control,End,Control End
C2T3,C2T3_3,356,1.582,Control,End,Control End
C2T3,C2T3_3,212,0.942,Control,End,Control End
C2T3,C2T3_3,250,1.111,Control,End,Control End
C2T3,C2T3_3,75,0.333,Control,End,Control End
C2T3,C2T3_3,80,0.356,Control,End,Control End
C2T3,C2T3_3,121,0.538,Control,End,Control End
C2T3,C2T3_3,78,0.347,Control,End,Control End
C2T3,C2T3_3,264,1.173,Control,End,Control End
C2T3,C2T3_3,180,0.8,Control,End,Control End
C2T3,C2T3_3,86,0.382,Control,End,Control End
C2T3,C2T3_3,10,0.044,Control,End,Control End
C2T3,C2T3_3,167,0.742,Control,End,Control End
C2T3,C2T3_3,69,0.307,Control,End,Control End
C2T3,C2T3_3,84,0.373,Control,End,Control End
C2T3,C2T3_3,200,0.889,Control,End,Control End
C2T3,C2T3_3,181,0.804,Control,End,Control End
C2T3,C2T3_3,134,0.596,Control,End,Control End
C2T3,C2T3_3,79,0.351,Control,End,Control End
C2T3,C2T3_3,265,1.178,Control,End,Control End
C2T3,C2T3_3,371,1.649,Control,End,Control End
C2T3,C2T3_3,76,0.338,Control,End,Control End
C2T3,C2T3_3,60,0.267,Control,End,Control End
C2T3,C2T3_3,116,0.516,Control,End,Control End
C2T3,C2T3_3,95,0.422,Control,End,Control End
C2T3,C2T3_3,24,0.107,Control,End,Control End
C2T3,C2T3_3,264,1.173,Control,End,Control End
C2T3,C2T3_3,280,1.244,Control,End,Control End
C2T3,C2T3_3,34,0.151,Control,End,Control End
C2T3,C2T3_3,119,0.529,Control,End,Control End
C2T3,C2T3_3,191,0.849,Control,End,Control End
C2T3,C2T3_3,152,0.676,Control,End,Control End
C2T3,C2T3_3,208,0.924,Control,End,Control End
C2T3,C2T3_3,103,0.458,Control,End,Control End
C2T3,C2T3_3,25,0.111,Control,End,Control End
C2T3,C2T3_3,584,2.596,Control,End,Control End
C2T3,C2T3_3,185,0.822,Control,End,Control End
C2T3,C2T3_3,26,0.116,Control,End,Control End
C2T3,C2T3_3,58,0.258,Control,End,Control End
C2T3,C2T3_3,14,0.062,Control,End,Control End
C2T3,C2T3_3,118,0.524,Control,End,Control End
C2T3,C2T3_3,346,1.538,Control,End,Control End
C2T3,C2T3_3,64,0.284,Control,End,Control End
C2T3,C2T3_3,27,0.12,Control,End,Control End
C2T3,C2T3_3,544,2.418,Control,End,Control End
C2T3,C2T3_3,10,0.044,Control,End,Control End
C2T3,C2T3_3,16,0.071,Control,End,Control End
C2T3,C2T3_3,35,0.156,Control,End,Control End
C2T3,C2T3_3,87,0.387,Control,End,Control End
C2T3,C2T3_3,243,1.08,Control,End,Control End
C2T3,C2T3_3,160,0.711,Control,End,Control End
C2T3,C2T3_3,69,0.307,Control,End,Control End
C2T3,C2T3_3,34,0.151,Control,End,Control End
C2T3,C2T3_3,63,0.28,Control,End,Control End
C2T3,C2T3_3,172,0.764,Control,End,Control End
C2T3,C2T3_3,10,0.044,Control,End,Control End
C2T3,C2T3_3,739,3.284,Control,End,Control End
C2T3,C2T3_3,200,0.889,Control,End,Control End
C2T3,C2T3_3,463,2.058,Control,End,Control End
C2T3,C2T3_3,102,0.453,Control,End,Control End
C2T3,C2T3_3,90,0.4,Control,End,Control End
C2T3,C2T3_3,13,0.058,Control,End,Control End
C2T3,C2T3_3,107,0.476,Control,End,Control End
C2T3,C2T3_3,158,0.702,Control,End,Control End
C2T3,C2T3_3,100,0.444,Control,End,Control End
C2T3,C2T3_3,42,0.187,Control,End,Control End
C2T3,C2T3_3,176,0.782,Control,End,Control End
C2T3,C2T3_3,403,1.791,Control,End,Control End
C2T3,C2T3_3,255,1.133,Control,End,Control End
C2T3,C2T3_3,435,1.933,Control,End,Control End
C2T3,C2T3_3,280,1.244,Control,End,Control End
C2T3,C2T3_3,10,0.044,Control,End,Control End
C2T3,C2T3_3,213,0.947,Control,End,Control End
C2T3,C2T3_3,237,1.053,Control,End,Control End
C2T3,C2T3_3,81,0.36,Control,End,Control End
C2T3,C2T3_3,112,0.498,Control,End,Control End
C2T3,C2T3_3,31,0.138,Control,End,Control End
C2T3,C2T3_3,43,0.191,Control,End,Control End
C2T3,C2T3_3,40,0.178,Control,End,Control End
C2T3,C2T3_3,2191,9.738,Control,End,Control End
C2T3,C2T3_3,12,0.053,Control,End,Control End
C2T3,C2T3_3,70,0.311,Control,End,Control End
C2T3,C2T3_3,27,0.12,Control,End,Control End
C2T3,C2T3_3,205,0.911,Control,End,Control End
C2T3,C2T3_3,492,2.187,Control,End,Control End
C2T3,C2T3_3,62,0.276,Control,End,Control End
C2T3,C2T3_3,64,0.284,Control,End,Control End
C2T3,C2T3_3,815,3.622,Control,End,Control End
C2T3,C2T3_3,106,0.471,Control,End,Control End
C2T3,C2T3_3,64,0.284,Control,End,Control End
C2T3,C2T3_3,28,0.124,Control,End,Control End
C2T3,C2T3_3,91,0.404,Control,End,Control End
C2T3,C2T3_3,226,1.004,Control,End,Control End
C2T3,C2T3_3,18,0.08,Control,End,Control End
C2T3,C2T3_3,14,0.062,Control,End,Control End
C2T3,C2T3_3,116,0.516,Control,End,Control End
C2T3,C2T3_3,64,0.284,Control,End,Control End
C2T3,C2T3_3,99,0.44,Control,End,Control End
C2T3,C2T3_3,270,1.2,Control,End,Control End
C2T3,C2T3_3,269,1.196,Control,End,Control End
C2T3,C2T3_3,211,0.938,Control,End,Control End
C2T3,C2T3_3,133,0.591,Control,End,Control End
C2T3,C2T3_3,73,0.324,Control,End,Control End
C2T3,C2T3_3,60,0.267,Control,End,Control End
C2T3,C2T3_3,72,0.32,Control,End,Control End
C2T3,C2T3_3,134,0.596,Control,End,Control End
C2T3,C2T3_3,156,0.693,Control,End,Control End
C2T3,C2T3_3,61,0.271,Control,End,Control End
C2T3,C2T3_3,157,0.698,Control,End,Control End
C2T3,C2T3_3,158,0.702,Control,End,Control End
C2T3,C2T3_3,93,0.413,Control,End,Control End
C2T3,C2T3_3,122,0.542,Control,End,Control End
C2T3,C2T3_3,11,0.049,Control,End,Control End
C2T3,C2T3_3,345,1.533,Control,End,Control End
C2T3,C2T3_3,64,0.284,Control,End,Control End
C2T3,C2T3_3,167,0.742,Control,End,Control End
C2T3,C2T3_3,68,0.302,Control,End,Control End
C2T3,C2T3_3,12,0.053,Control,End,Control End
C2T3,C2T3_3,167,0.742,Control,End,Control End
C2T3,C2T3_3,151,0.671,Control,End,Control End
C2T3,C2T3_3,130,0.578,Control,End,Control End
C2T3,C2T3_3,188,0.836,Control,End,Control End
C2T3,C2T3_3,377,1.676,Control,End,Control End
C2T3,C2T3_3,33,0.147,Control,End,Control End
C2T3,C2T3_3,134,0.596,Control,End,Control End
C2T3,C2T3_3,467,2.076,Control,End,Control End
C2T3,C2T3_3,175,0.778,Control,End,Control End
C2T3,C2T3_2,776,3.449,Control,End,Control End
C2T3,C2T3_2,133,0.591,Control,End,Control End
C2T3,C2T3_2,55,0.244,Control,End,Control End
C2T3,C2T3_2,228,1.013,Control,End,Control End
C2T3,C2T3_2,177,0.787,Control,End,Control End
C2T3,C2T3_2,431,1.916,Control,End,Control End
C2T3,C2T3_2,136,0.604,Control,End,Control End
C2T3,C2T3_2,98,0.436,Control,End,Control End
C2T3,C2T3_2,27,0.12,Control,End,Control End
C2T3,C2T3_2,40,0.178,Control,End,Control End
C2T3,C2T3_2,98,0.436,Control,End,Control End
C2T3,C2T3_2,143,0.636,Control,End,Control End
C2T3,C2T3_2,26,0.116,Control,End,Control End
C2T3,C2T3_2,117,0.52,Control,End,Control End
C2T3,C2T3_2,264,1.173,Control,End,Control End
C2T3,C2T3_2,357,1.587,Control,End,Control End
C2T3,C2T3_2,116,0.516,Control,End,Control End
C2T3,C2T3_2,105,0.467,Control,End,Control End
C2T3,C2T3_2,172,0.764,Control,End,Control End
C2T3,C2T3_2,547,2.431,Control,End,Control End
C2T3,C2T3_2,334,1.484,Control,End,Control End
C2T3,C2T3_2,319,1.418,Control,End,Control End
C2T3,C2T3_2,655,2.911,Control,End,Control End
C2T3,C2T3_2,376,1.671,Control,End,Control End
C2T3,C2T3_2,300,1.333,Control,End,Control End
C2T3,C2T3_2,98,0.436,Control,End,Control End
C2T3,C2T3_2,208,0.924,Control,End,Control End
C2T3,C2T3_2,146,0.649,Control,End,Control End
C2T3,C2T3_2,154,0.684,Control,End,Control End
C2T3,C2T3_2,27,0.12,Control,End,Control End
C2T3,C2T3_2,389,1.729,Control,End,Control End
C2T3,C2T3_2,434,1.929,Control,End,Control End
C2T3,C2T3_2,12,0.053,Control,End,Control End
C2T3,C2T3_2,1401,6.227,Control,End,Control End
C2T3,C2T3_2,310,1.378,Control,End,Control End
C2T3,C2T3_2,118,0.524,Control,End,Control End
C2T3,C2T3_2,110,0.489,Control,End,Control End
C2T3,C2T3_2,262,1.164,Control,End,Control End
C2T3,C2T3_2,15,0.067,Control,End,Control End
C2T3,C2T3_2,210,0.933,Control,End,Control End
C2T3,C2T3_2,97,0.431,Control,End,Control End
C2T3,C2T3_2,212,0.942,Control,End,Control End
C2T3,C2T3_2,603,2.68,Control,End,Control End
C2T3,C2T3_2,45,0.2,Control,End,Control End
C2T3,C2T3_2,312,1.387,Control,End,Control End
C2T3,C2T3_2,150,0.667,Control,End,Control End
C2T3,C2T3_2,164,0.729,Control,End,Control End
C2T3,C2T3_2,115,0.511,Control,End,Control End
C2T3,C2T3_2,75,0.333,Control,End,Control End
C2T3,C2T3_2,111,0.493,Control,End,Control End
C2T3,C2T3_2,449,1.996,Control,End,Control End
C2T3,C2T3_2,51,0.227,Control,End,Control End
C2T3,C2T3_2,76,0.338,Control,End,Control End
C2T3,C2T3_2,60,0.267,Control,End,Control End
C2T3,C2T3_2,11,0.049,Control,End,Control End
C2T3,C2T3_2,82,0.364,Control,End,Control End
C2T3,C2T3_2,147,0.653,Control,End,Control End
C2T3,C2T3_2,19,0.084,Control,End,Control End
C2T3,C2T3_2,116,0.516,Control,End,Control End
C2T3,C2T3_2,931,4.138,Control,End,Control End
C2T3,C2T3_2,151,0.671,Control,End,Control End
C2T3,C2T3_2,229,1.018,Control,End,Control End
C2T3,C2T3_2,24,0.107,Control,End,Control End
C2T3,C2T3_2,202,0.898,Control,End,Control End
C2T3,C2T3_2,142,0.631,Control,End,Control End
C2T3,C2T3_2,22,0.098,Control,End,Control End
C2T3,C2T3_2,17,0.076,Control,End,Control End
C2T3,C2T3_2,516,2.293,Control,End,Control End
C2T3,C2T3_2,12,0.053,Control,End,Control End
C2T3,C2T3_2,103,0.458,Control,End,Control End
C2T3,C2T3_2,626,2.782,Control,End,Control End
C2T3,C2T3_2,214,0.951,Control,End,Control End
C2T3,C2T3_2,54,0.24,Control,End,Control End
C2T3,C2T3_2,28,0.124,Control,End,Control End
C2T3,C2T3_2,249,1.107,Control,End,Control End
C2T3,C2T3_2,470,2.089,Control,End,Control End
C2T3,C2T3_2,185,0.822,Control,End,Control End
C2T3,C2T3_2,117,0.52,Control,End,Control End
C2T3,C2T3_2,317,1.409,Control,End,Control End
C2T3,C2T3_2,21,0.093,Control,End,Control End
C2T3,C2T3_2,106,0.471,Control,End,Control End
C2T3,C2T3_2,15,0.067,Control,End,Control End
C2T3,C2T3_2,106,0.471,Control,End,Control End
C2T3,C2T3_2,127,0.564,Control,End,Control End
C2T3,C2T3_2,233,1.036,Control,End,Control End
C2T3,C2T3_2,20,0.089,Control,End,Control End
C2T3,C2T3_2,148,0.658,Control,End,Control End
C2T3,C2T3_2,109,0.484,Control,End,Control End
C2T3,C2T3_2,18,0.08,Control,End,Control End
C2T3,C2T3_2,168,0.747,Control,End,Control End
C2T3,C2T3_2,168,0.747,Control,End,Control End
C2T3,C2T3_2,36,0.16,Control,End,Control End
C2T3,C2T3_2,136,0.604,Control,End,Control End
C2T3,C2T3_2,285,1.267,Control,End,Control End
C2T3,C2T3_2,145,0.644,Control,End,Control End
C2T3,C2T3_2,207,0.92,Control,End,Control End
C2T3,C2T3_2,348,1.547,Control,End,Control End
C2T3,C2T3_2,100,0.444,Control,End,Control End
C2T3,C2T3_2,17,0.076,Control,End,Control End
C2T3,C2T3_2,87,0.387,Control,End,Control End
C2T3,C2T3_2,168,0.747,Control,End,Control End
C2T3,C2T3_2,158,0.702,Control,End,Control End
C2T3,C2T3_2,96,0.427,Control,End,Control End
C2T3,C2T3_2,87,0.387,Control,End,Control End
C2T3,C2T3_2,118,0.524,Control,End,Control End
C2T3,C2T3_2,65,0.289,Control,End,Control End
C2T3,C2T3_2,68,0.302,Control,End,Control End
C2T3,C2T3_2,375,1.667,Control,End,Control End
C2T3,C2T3_2,74,0.329,Control,End,Control End
C2T3,C2T3_2,68,0.302,Control,End,Control End
C2T3,C2T3_2,27,0.12,Control,End,Control End
C2T3,C2T3_2,123,0.547,Control,End,Control End
C2T3,C2T3_2,47,0.209,Control,End,Control End
C2T3,C2T3_2,334,1.484,Control,End,Control End
C2T3,C2T3_2,280,1.244,Control,End,Control End
C2T3,C2T3_2,61,0.271,Control,End,Control End
C2T3,C2T3_2,43,0.191,Control,End,Control End
C2T3,C2T3_2,18,0.08,Control,End,Control End
C2T3,C2T3_2,210,0.933,Control,End,Control End
C2T3,C2T3_2,148,0.658,Control,End,Control End
C2T3,C2T3_2,187,0.831,Control,End,Control End
C2T3,C2T3_2,92,0.409,Control,End,Control End
C2T3,C2T3_2,99,0.44,Control,End,Control End
C2T3,C2T3_2,103,0.458,Control,End,Control End
C2T3,C2T3_2,168,0.747,Control,End,Control End
C2T3,C2T3_2,155,0.689,Control,End,Control End
C2T3,C2T3_2,11,0.049,Control,End,Control End
C2T3,C2T3_2,11,0.049,Control,End,Control End
C2T3,C2T3_2,160,0.711,Control,End,Control End
C2T3,C2T3_2,125,0.556,Control,End,Control End
C2T3,C2T3_2,132,0.587,Control,End,Control End
C2T3,C2T3_2,21,0.093,Control,End,Control End
C2T3,C2T3_2,514,2.284,Control,End,Control End
C2T3,C2T3_2,115,0.511,Control,End,Control End
C2T3,C2T3_2,19,0.084,Control,End,Control End
C2T3,C2T3_2,143,0.636,Control,End,Control End
C2T3,C2T3_2,384,1.707,Control,End,Control End
C2T3,C2T3_2,16,0.071,Control,End,Control End
C2T3,C2T3_2,454,2.018,Control,End,Control End
C2T3,C2T3_2,117,0.52,Control,End,Control End
C2T3,C2T3_2,12,0.053,Control,End,Control End
C2T3,C2T3_2,70,0.311,Control,End,Control End
C2T3,C2T3_2,29,0.129,Control,End,Control End
C2T3,C2T3_2,13,0.058,Control,End,Control End
C2T3,C2T3_2,20,0.089,Control,End,Control End
C2T3,C2T3_2,67,0.298,Control,End,Control End
C2T3,C2T3_2,128,0.569,Control,End,Control End
C2T3,C2T3_2,58,0.258,Control,End,Control End
C2T3,C2T3_2,122,0.542,Control,End,Control End
C2T3,C2T3_2,86,0.382,Control,End,Control End
C2T3,C2T3_2,23,0.102,Control,End,Control End
C2T3,C2T3_2,157,0.698,Control,End,Control End
C2T3,C2T3_2,13,0.058,Control,End,Control End
C2T3,C2T3_2,117,0.52,Control,End,Control End
C2T3,C2T3_2,78,0.347,Control,End,Control End
C2T3,C2T3_2,86,0.382,Control,End,Control End
C2T3,C2T3_2,104,0.462,Control,End,Control End
C2T3,C2T3_2,105,0.467,Control,End,Control End
C2T3,C2T3_2,17,0.076,Control,End,Control End
C2T3,C2T3_2,464,2.062,Control,End,Control End
C2T3,C2T3_2,112,0.498,Control,End,Control End
C2T3,C2T3_2,350,1.556,Control,End,Control End
C2T3,C2T3_2,192,0.853,Control,End,Control End
C2T3,C2T3_2,973,4.324,Control,End,Control End
C2T3,C2T3_2,93,0.413,Control,End,Control End
C2T3,C2T3_2,200,0.889,Control,End,Control End
C2T3,C2T3_2,249,1.107,Control,End,Control End
C2T3,C2T3_2,389,1.729,Control,End,Control End
C2T3,C2T3_2,200,0.889,Control,End,Control End
C2T3,C2T3_2,27,0.12,Control,End,Control End
C2T3,C2T3_2,192,0.853,Control,End,Control End
C2T3,C2T3_2,41,0.182,Control,End,Control End
C2T3,C2T3_2,21,0.093,Control,End,Control End
C2T3,C2T3_2,125,0.556,Control,End,Control End
C2T3,C2T3_2,80,0.356,Control,End,Control End
C2T3,C2T3_2,16,0.071,Control,End,Control End
C2T3,C2T3_2,11,0.049,Control,End,Control End
C2T3,C2T3_1,142,0.631,Control,End,Control End
C2T3,C2T3_1,42,0.187,Control,End,Control End
C2T3,C2T3_1,180,0.8,Control,End,Control End
C2T3,C2T3_1,210,0.933,Control,End,Control End
C2T3,C2T3_1,198,0.88,Control,End,Control End
C2T3,C2T3_1,28,0.124,Control,End,Control End
C2T3,C2T3_1,68,0.302,Control,End,Control End
C2T3,C2T3_1,154,0.684,Control,End,Control End
C2T3,C2T3_1,113,0.502,Control,End,Control End
C2T3,C2T3_1,254,1.129,Control,End,Control End
C2T3,C2T3_1,16,0.071,Control,End,Control End
C2T3,C2T3_1,79,0.351,Control,End,Control End
C2T3,C2T3_1,128,0.569,Control,End,Control End
C2T3,C2T3_1,154,0.684,Control,End,Control End
C2T3,C2T3_1,90,0.4,Control,End,Control End
C2T3,C2T3_1,93,0.413,Control,End,Control End
C2T3,C2T3_1,181,0.804,Control,End,Control End
C2T3,C2T3_1,206,0.916,Control,End,Control End
C2T3,C2T3_1,20,0.089,Control,End,Control End
C2T3,C2T3_1,419,1.862,Control,End,Control End
C2T3,C2T3_1,162,0.72,Control,End,Control End
C2T3,C2T3_1,111,0.493,Control,End,Control End
C2T3,C2T3_1,127,0.564,Control,End,Control End
C2T3,C2T3_1,28,0.124,Control,End,Control End
C2T3,C2T3_1,187,0.831,Control,End,Control End
C2T3,C2T3_1,139,0.618,Control,End,Control End
C2T3,C2T3_1,180,0.8,Control,End,Control End
C2T3,C2T3_1,467,2.076,Control,End,Control End
C2T3,C2T3_1,209,0.929,Control,End,Control End
C2T3,C2T3_1,230,1.022,Control,End,Control End
C2T3,C2T3_1,385,1.711,Control,End,Control End
C2T3,C2T3_1,102,0.453,Control,End,Control End
C2T3,C2T3_1,202,0.898,Control,End,Control End
C2T3,C2T3_1,147,0.653,Control,End,Control End
C2T3,C2T3_1,178,0.791,Control,End,Control End
C2T3,C2T3_1,298,1.324,Control,End,Control End
C2T3,C2T3_1,274,1.218,Control,End,Control End
C2T3,C2T3_1,59,0.262,Control,End,Control End
C2T3,C2T3_1,201,0.893,Control,End,Control End
C2T3,C2T3_1,371,1.649,Control,End,Control End
C2T3,C2T3_1,42,0.187,Control,End,Control End
C2T3,C2T3_1,21,0.093,Control,End,Control End
C2T3,C2T3_1,86,0.382,Control,End,Control End
C2T3,C2T3_1,127,0.564,Control,End,Control End
C2T3,C2T3_1,83,0.369,Control,End,Control End
C2T3,C2T3_1,377,1.676,Control,End,Control End
C2T3,C2T3_1,104,0.462,Control,End,Control End
C2T3,C2T3_1,149,0.662,Control,End,Control End
C2T3,C2T3_1,344,1.529,Control,End,Control End
C2T3,C2T3_1,278,1.236,Control,End,Control End
C2T3,C2T3_1,256,1.138,Control,End,Control End
C2T3,C2T3_1,201,0.893,Control,End,Control End
C2T3,C2T3_1,100,0.444,Control,End,Control End
C2T3,C2T3_1,14,0.062,Control,End,Control End
C2T3,C2T3_1,100,0.444,Control,End,Control End
C2T3,C2T3_1,252,1.12,Control,End,Control End
C2T3,C2T3_1,12,0.053,Control,End,Control End
C2T3,C2T3_1,89,0.396,Control,End,Control End
C2T3,C2T3_1,184,0.818,Control,End,Control End
C2T3,C2T3_1,27,0.12,Control,End,Control End
C2T3,C2T3_1,20,0.089,Control,End,Control End
C2T3,C2T3_1,139,0.618,Control,End,Control End
C2T3,C2T3_1,14,0.062,Control,End,Control End
C2T3,C2T3_1,380,1.689,Control,End,Control End
C2T3,C2T3_1,128,0.569,Control,End,Control End
C2T3,C2T3_1,182,0.809,Control,End,Control End
C2T3,C2T3_1,142,0.631,Control,End,Control End
C2T3,C2T3_1,142,0.631,Control,End,Control End
C2T3,C2T3_1,81,0.36,Control,End,Control End
C2T3,C2T3_1,129,0.573,Control,End,Control End
C2T3,C2T3_1,203,0.902,Control,End,Control End
C2T3,C2T3_1,112,0.498,Control,End,Control End
C2T3,C2T3_1,51,0.227,Control,End,Control End
C2T3,C2T3_1,94,0.418,Control,End,Control End
C2T3,C2T3_1,210,0.933,Control,End,Control End
C2T3,C2T3_1,97,0.431,Control,End,Control End
C2T3,C2T3_1,14,0.062,Control,End,Control End
C2T3,C2T3_1,16,0.071,Control,End,Control End
C2T3,C2T3_1,57,0.253,Control,End,Control End
C2T3,C2T3_1,117,0.52,Control,End,Control End
C2T3,C2T3_1,174,0.773,Control,End,Control End
C2T3,C2T3_1,36,0.16,Control,End,Control End
C2T3,C2T3_1,12,0.053,Control,End,Control End
C2T3,C2T3_1,22,0.098,Control,End,Control End
C2T3,C2T3_1,15,0.067,Control,End,Control End
C2T3,C2T3_1,305,1.356,Control,End,Control End
C2T3,C2T3_1,751,3.338,Control,End,Control End
C2T3,C2T3_1,261,1.16,Control,End,Control End
C2T3,C2T3_1,21,0.093,Control,End,Control End
C2T3,C2T3_1,189,0.84,Control,End,Control End
C2T3,C2T3_1,182,0.809,Control,End,Control End
C2T3,C2T3_1,13,0.058,Control,End,Control End
C2T3,C2T3_1,13,0.058,Control,End,Control End
C2T3,C2T3_1,125,0.556,Control,End,Control End
C2T3,C2T3_1,186,0.827,Control,End,Control End
C2T3,C2T3_1,46,0.204,Control,End,Control End
C2T3,C2T3_1,44,0.196,Control,End,Control End
C2T3,C2T3_1,82,0.364,Control,End,Control End
C2T3,C2T3_1,633,2.813,Control,End,Control End
C2T3,C2T3_1,549,2.44,Control,End,Control End
C2T3,C2T3_1,45,0.2,Control,End,Control End
C2T3,C2T3_1,312,1.387,Control,End,Control End
C2T3,C2T3_1,15,0.067,Control,End,Control End
C2T3,C2T3_1,338,1.502,Control,End,Control End
C2T3,C2T3_1,237,1.053,Control,End,Control End
C2T3,C2T3_1,130,0.578,Control,End,Control End
C2T3,C2T3_1,154,0.684,Control,End,Control End
C2T3,C2T3_1,492,2.187,Control,End,Control End
C2T3,C2T3_1,481,2.138,Control,End,Control End
C2T3,C2T3_1,13,0.058,Control,End,Control End
C2T3,C2T3_1,449,1.996,Control,End,Control End
C2T3,C2T3_1,55,0.244,Control,End,Control End
C2T3,C2T3_1,187,0.831,Control,End,Control End
C2T3,C2T3_1,94,0.418,Control,End,Control End
C2T3,C2T3_1,51,0.227,Control,End,Control End
C2T3,C2T3_1,442,1.964,Control,End,Control End
C2T3,C2T3_1,102,0.453,Control,End,Control End
C2T3,C2T3_1,282,1.253,Control,End,Control End
C2T3,C2T3_1,372,1.653,Control,End,Control End
C2T3,C2T3_1,117,0.52,Control,End,Control End
C2T3,C2T3_1,224,0.996,Control,End,Control End
C2T3,C2T3_1,136,0.604,Control,End,Control End
C2T3,C2T3_1,65,0.289,Control,End,Control End
C2T3,C2T3_1,79,0.351,Control,End,Control End
C2T3,C2T3_1,124,0.551,Control,End,Control End
C2T3,C2T3_1,100,0.444,Control,End,Control End
C2T3,C2T3_1,12,0.053,Control,End,Control End
C2T3,C2T3_1,43,0.191,Control,End,Control End
C2T3,C2T3_1,197,0.876,Control,End,Control End
C2T3,C2T3_1,70,0.311,Control,End,Control End
C2T3,C2T3_1,344,1.529,Control,End,Control End
C2T3,C2T3_1,104,0.462,Control,End,Control End
C2T3,C2T3_1,47,0.209,Control,End,Control End
C2T3,C2T3_1,83,0.369,Control,End,Control End
C2T3,C2T3_1,176,0.782,Control,End,Control End
C3T3,C3T3_15,164,0.729,Control,End,Control End
